Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews,Company,ProcessorCompany,ProcessorC
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,51499.0,80000.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
HP Pavilion Aero (2023) AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU T...,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,72030.0,80314.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,HP,AMD,AMD
SAMSUNG Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) ...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,109999.0,154550.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,SAMSUNG,Intel,Intel
Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,Intel Core i9 Processor (13th Gen),32 GB LPDDR5X RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,74990.0,149900.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,Infinix,Intel,Intel
ASUS Vivobook 15X OLED AMD Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) M3504YA-LK552WS ...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Home,1 TB SSD,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",54990.0,78990.0,Free delivery,Lowest price since launch,Bank Offer,3.0,ASUS,AMD,AMD
DELL Alienware Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Premium Support Plus (Includes ADP),179483.0,320926.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,DELL,Intel,Intel
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,77990.0,117990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,ASUS,AMD,AMD
MICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/128 GB SSD/Windows 11 Home) QCB-00014 Thi...,Intel Core i5 Processor (12th Gen),8 GB LPDDR5 RAM,Windows 11,128 GB SSD,34.29 cm (13.5 Inch) Touchscreen Display,1 Year Carry-in Warranty,102990.0,105999.0,Free delivery,Save extra with combo offers,"Upto ?38,000 Off on Exchange",3.0,MICROSOFT,Intel,Intel
MSI Katana 15 Intel Core i7 12th Gen 12650H - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year On-Site & Carry-In Warranty,74990.0,103990.0,Free delivery,Lowest Price in 30 days,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
ASUS VivoBook 14 (2021) Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011...,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 11,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,23999.0,33900.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,ASUS,Intel,Intel
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,36990.0,48990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,MSI,Intel,Intel
Lenovo Lenovo Legion 5 2024 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Display,Office Home & Student 2021,127490.0,181890.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,46990.0,99999.0,Free delivery,Bank Offer,,4.0,Lenovo,Intel,Intel
Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15I...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite?Warranty?+ 1 Year Premium Care + 1 Year Accidental Damage Protection,58990.0,89990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
HP 15s (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Li...,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,51490.0,62527.0,Free delivery,Daily Saver,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
Avita Liber E Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AM15A2INT56F-CHF Thin a...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturing Warranty,25990.0,49990.0,Free delivery,Bank Offer,,4.0,Avita,Intel,Intel
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,AMD Ryzen Z1 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11,512 GB SSD,17.78 cm (7 Inch) Touchscreen Display,3 months Xbox Game Pass Ultimate Subscription Included,59990.0,83990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
MSI GP76 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,1 TB SSD,43.94 cm (17.3 inches) Display,135875.0,201990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,MSI,Pre-installed,Pre-installed
Apple 2023 MacBook Pro Apple M3 Pro - (18 GB/1 TB SSD/macOS Sonoma) MRX73HN/A,Apple M3 Pro Processor,18 GB Unified Memory RAM,Mac OS,1 TB SSD,35.56 cm (14 Inch) Display,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",225690.0,239900.0,Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
Lenovo IdeaPad Flex 5 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 ...,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty,77190.0,111190.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Acer Aspire 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light ...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,32990.0,41999.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Acer,AMD,AMD
ASUS Vivobook 15X (2023) Intel Core i5 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,58700.0,80990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
Lenovo LOQ Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,100190.0,133790.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Acer Aspire 5 gaming Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),53999.0,79990.0,Free delivery,Daily Saver,Bank Offer,4.0,Acer,Intel,Intel
Acer NITRO 5 AMD Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 10,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"Quick Access, Acer Care Center, Acer Product Registration, NitroSense, GOTrust, PC Manager",51454.0,94999.0,Free delivery,Bank Offer,,4.0,Acer,AMD,AMD
ASUS TUF Gaming A15 (2023) with 90WHr Battery AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,99990.0,121990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,62990.0,70990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",3.0,MSI,Intel,Intel
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,41990.0,61990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ASUS,AMD,AMD
MSI Katana 17 Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i9 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,142990.0,159990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",3.0,MSI,Intel,Intel
"ASUS Vivobook Pro 15 For Creator, Intel H-Series Intel Core i9 11th Gen 11900H - (16 GB/512 GB SSD/Win...",Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,87990.0,120990.0,Free delivery,Lowest price since launch,Bank Offer,3.0,ASUS,Intel,Intel
ASUS Vivobook 16 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB5...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,55990.0,84990.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",3.0,ASUS,Intel,Intel
Lenovo LOQ Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,76990.0,124490.0,Free delivery,Daily Saver,"Upto ?28,000 Off on Exchange",4.0,Lenovo,Intel,Intel
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,AMD Ryzen 5 Quad Core Processor,8 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,34990.0,57600.0,Free delivery,Bank Offer,,4.0,Lenovo,AMD,AMD
MSI Pulse 17 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,134990.0,207990.0,Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange",4.0,MSI,Intel,Intel
Acer Swift Go 14 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73T Thin and Light L...,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Carry-in Warranty,99990.0,101999.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,Acer,Intel,Intel
Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),102990.0,181999.0,Free delivery,Bank Offer,,4.0,Acer,Intel,Intel
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Warranty,30500.0,43999.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,Acer,Intel,Intel
Apple 2023 MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRW73HN/A,Apple M3 Max Processor,36 GB Unified Memory RAM,Mac OS,1 TB SSD,40.64 cm (16 Inch) Display,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",349900.0,0.0,Free delivery,"No Cost EMI from ?58,317/month",Bank Offer,4.0,Apple,Apple,Apple
HP OMEN Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty,138990.0,175024.0,Free delivery,Lowest price since launch,"Upto ?31,000 Off on Exchange",4.0,HP,Intel,Intel
Avita Pura E Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 10 Home) NS14A6INT441N-MBD Lapto...,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,Windows 10,256 GB SSD,35.56 cm (14 Inch) Display,1 Year Standard Warranty,19990.0,47990.0,Free delivery,Bank Offer,,4.0,Avita,Intel,Intel
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,35490.0,58908.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,53499.0,83022.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
Infinix INBook X1 Neo Series Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home...,Intel Celeron Quad Core Processor (11th Gen),4 GB LPDDR4X RAM,Windows 11,128 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,21490.0,29999.0,Free delivery,Bank Offer,,4.0,Infinix,Intel,Intel
Lenovo IdeaPad Flex 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 2 in 1 L...,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,Microsoft Office Home & Student 2021,61790.0,93190.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,Lenovo,AMD,AMD
DELL Inspiron 3000 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,34547.0,53800.0,Free delivery,Bank Offer,,3.0,DELL,Intel,Intel
Lenovo AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,41990.0,81360.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.0,Lenovo,AMD,AMD
ASUS Chromebook Intel Celeron Dual Core N3350 - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-BR0300| C52...,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome,64 GB EMMC Storage,1 Year Onsite Warranty,,19880.0,25990.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,ASUS,Intel,Intel
DELL Intel Core i5 11th Gen - (8 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Linux/Ubuntu,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite,40205.0,78990.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,62990.0,81990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",5.0,Lenovo,Intel,Intel
MSI Modern 14 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 H D13MG-0...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Carry-in Warranty,58990.0,68990.0,Free delivery,Daily Saver,"Upto ?30,000 Off on Exchange",3.0,MSI,Intel,Intel
DELL Vostro 3420 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) D552327WIN9S Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Service,35990.0,63889.0,Free delivery,Bank Offer,,3.0,DELL,Intel,Intel
DELL Vostro Intel Core i5 11th Gen i5-1135G7 - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 ...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 10,512 GB SSD,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,56899.0,74999.0,Free delivery,Save extra with combo offers,Bank Offer,3.0,DELL,Intel,Intel
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,MS OFFICE,35499.0,54990.0,Free delivery,Bank Offer,,3.0,ASUS,Intel,Intel
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,83990.0,94990.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",3.0,MSI,Intel,Intel
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,35999.0,48990.0,Free delivery,Bank Offer,,3.0,HP,Intel,Intel
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-LG1...,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512 GB SSD,40.64 cm (16 inch) Touchscreen Display,MS Office Home and Student 2021,133990.0,163289.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
ASUS Vivobook Go 15 (2023) Intel 8 cores/8 Threads Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i3 Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,34890.0,50990.0,Free delivery,EOSS Special Deal,Bank Offer,4.0,ASUS,Intel,Intel
MSI Modern 15 Intel Core i7 13th Gen 1355U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Th...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,58990.0,83990.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
MSI Katana 17 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,43.94 cm (17.3 Inch) Display,2 Year Carry-in Warranty,124990.0,172990.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,47890.0,76139.0,Free delivery,Bank Offer,,4.0,DELL,Intel,Intel
HP Spectre x360 Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14-eu0666TU 2 in 1 Laptop,Intel Core Ultra 7 Processor,32 GB LPDDR5X RAM,Windows 11,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,167990.0,185478.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
HP Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Lig...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,62000.0,75190.0,Free delivery,Save extra with combo offers,Bank Offer,5.0,HP,Intel,Intel
MICROSOFT Surface Pro 9 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) QIX-00031 Th...,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,33.02 cm (13 inch) Touchscreen Display,1 Year Carry-in Warranty,192990.0,198999.0,Free delivery,Save extra with combo offers,"Upto ?38,000 Off on Exchange",4.0,MICROSOFT,Intel,Intel
HP Spectre x360 (2023) OLED Eyesafe Evo Intel Core i7 13th Gen 1360P - (32 GB/1 TB SSD/Windows 11 Home...,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display,1 Year Onsite Warranty,189990.0,213582.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,HP,Intel,Intel
HP AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/DOS) 247 G8 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,DOS,512 GB SSD,35.56 cm (14 inch) Display,1 Year,29916.0,50258.0,Free delivery,Bank Offer,,4.0,HP,AMD,AMD
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD...",Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,79990.0,122990.0,Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Lapto...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery",47999.0,50499.0,Free delivery,Bank Offer,,4.0,HP,Intel,Intel
